t,px_hat,py_hat,vx_hat,vy_hat,bax_hat,bay_hat
1.700000000000000178e+00,1.585474091736004176e+01,3.129674256616459260e-01,8.099323167191213813e+00,1.417223958775063464e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000044e+00,1.648103724175754792e+01,5.141228620086363277e-01,7.953838880291414171e+00,1.464309355279722169e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000133e+00,1.814650927573872252e+01,8.636722954532857210e-01,8.610472934573820680e+00,1.617597873698559452e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.908266767685675802e+01,6.068289041509091764e-01,8.664590786060733407e+00,1.315992620349318631e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000089e+00,1.984283278642267589e+01,1.231535125059824320e+00,8.591318224324746566e+00,1.655910401318521741e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000178e+00,2.088454527077469081e+01,1.035271129184313965e+00,8.711975355660911191e+00,1.416781075434967896e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000266e+00,2.195983276709232257e+01,1.698362769425273422e+00,8.841516341440829763e+00,1.747735242783003295e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000355e+00,2.300127801414347317e+01,1.839927138625411684e+00,8.937580779476308024e+00,1.727453307863614729e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+00,2.408535054139975173e+01,1.687834808465991987e+00,9.049609338682822468e+00,1.536237689375542725e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000089e+00,2.475741037838109193e+01,1.555189582580171814e+00,8.917255085163702688e+00,1.373555247678373448e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000178e+00,2.571194216342700756e+01,1.688947728595286302e+00,8.951765546669598450e+00,1.371578578978557061e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000266e+00,2.693897638992246968e+01,1.898989441766651742e+00,9.128338470578807318e+00,1.410358202063690669e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000355e+00,2.799822921592878089e+01,2.077251342902916242e+00,9.203884457742997682e+00,1.429565281994862103e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,2.879264802816255298e+01,2.329050796364969145e+00,9.140771931186694843e+00,1.484097091114473521e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000089e+00,2.990500093467922582e+01,2.188429903270349808e+00,9.237360936813308498e+00,1.343297302858479148e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000178e+00,3.099688136785327686e+01,2.114597041037549197e+00,9.317105776100126135e+00,1.244573239140321030e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000266e+00,3.222146777173095700e+01,2.408820502600384827e+00,9.452500680659317922e+00,1.323055202972102329e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000355e+00,3.365325876694402751e+01,2.036114958730361746e+00,9.672012044717785528e+00,1.095210716774453807e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+00,3.462045997141580500e+01,2.145636030407807038e+00,9.672012044717785528e+00,1.095210716774453807e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000089e+00,3.520103695243146547e+01,1.972638073518877988e+00,9.505672345605209017e+00,9.736608309829807295e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000178e+00,3.618178958030899395e+01,2.132380837139578489e+00,9.518365919066599901e+00,9.998914971920815908e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000266e+00,3.719404196954919684e+01,1.650747972289818177e+00,9.543232771700104422e+00,7.604986634793926559e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000355e+00,3.806989307596362693e+01,1.820894658207981687e+00,9.511577693065760286e+00,7.984566069650482767e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,3.902105084527020296e+01,1.900740318904486470e+00,9.511577693065760286e+00,7.984566069650482767e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000533e+00,4.001788155008991765e+01,2.044596810232006678e+00,9.529302865280378398e+00,8.232985179083273097e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000178e+00,4.091415288120283122e+01,1.972819099063288117e+00,9.507713963220362885e+00,7.645785316490431027e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.299999999999999822e+00,4.190000493151776340e+01,2.037608642416887772e+00,9.520855892226201433e+00,7.602073446355577246e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000355e+00,4.288489471548024312e+01,2.041570952893243085e+00,9.532954032540985168e+00,7.336323004629298206e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+00,4.369835028132413157e+01,2.097590602418402117e+00,9.482119622809307202e+00,7.273275829035162898e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000533e+00,4.467360999955333511e+01,2.292287983199756241e+00,9.491822683371657021e+00,7.710809397719246006e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000178e+00,4.584580330149609750e+01,2.298992251014939203e+00,9.570861774275002176e+00,7.461285671202478875e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000711e+00,4.671826114508942851e+01,2.158966571006844859e+00,9.541197589630154852e+00,6.708928050923423925e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000355e+00,4.773712744440650368e+01,2.157138935598376328e+00,9.563666060170975314e+00,6.469771227007636849e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,4.861857179423002151e+01,2.151302474674079424e+00,9.537901403120129018e+00,6.227214625665774550e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000533e+00,4.945753588198643769e+01,2.257545182886568913e+00,9.498735846163020469e+00,6.377192048941149327e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000178e+00,5.033198279453872459e+01,2.444281340607656450e+00,9.473196432298500724e+00,6.793548022134531239e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000711e+00,5.134948490546153010e+01,2.515966876735902247e+00,9.496805936308287954e+00,6.806163275328284135e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000355e+00,5.212249389895914220e+01,2.514923995513814070e+00,9.437714283696299944e+00,6.575028224155734513e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+00,5.319581632976574070e+01,2.336485430870327562e+00,9.480827399107836229e+00,5.762395227117632635e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000533e+00,5.410531898575467125e+01,2.321700305702727452e+00,9.468044520752934901e+00,5.522479619218638724e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000178e+00,5.484779771960883465e+01,2.350480011259558744e+00,9.400599020305900666e+00,5.435187506028145155e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000711e+00,5.593848036394173562e+01,2.198799077330377383e+00,9.450159213642672640e+00,4.757266915076371894e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000355e+00,5.694778432698238646e+01,1.986868945097317818e+00,9.471255893031250039e+00,3.905685927621431741e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,5.789686558725249199e+01,1.740665350306798587e+00,9.471896263963117235e+00,2.971620300629332356e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000533e+00,5.901633841239154776e+01,1.802946604707415634e+00,9.528211146806405907e+00,3.078066957496634615e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000178e+00,5.996165820832161586e+01,1.689859326952532381e+00,9.525762435742080925e+00,2.608428156450384172e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000000711e+00,6.109423628004925888e+01,1.975588008616257607e+00,9.584464735613131836e+00,3.455181969498947736e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000355e+00,6.177265889015455969e+01,2.142819212515507665e+00,9.493201842376402411e+00,3.887598847328741503e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+00,6.295680815521485130e+01,2.174594793225075318e+00,9.569708568166841900e+00,3.864465896849347271e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.600000000000000533e+00,6.373481740454862887e+01,2.277871451251487489e+00,9.511408462541240283e+00,4.075016775603070296e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000000178e+00,6.466317495234001456e+01,2.171800261454399195e+00,9.503985326769347708e+00,3.596651067006257363e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000000711e+00,6.544805937558589903e+01,2.229910717938581755e+00,9.450039979135965496e+00,3.668823938492791203e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000000355e+00,6.651894978336569864e+01,2.124045354903148830e+00,9.491090708549567267e+00,3.203966026815745494e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,6.754820770513852324e+01,1.951753314593772437e+00,9.517243987344569334e+00,2.537213619181442059e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000000533e+00,6.861286304912211165e+01,1.949400325059428951e+00,9.554123235992371121e+00,2.446673174027916287e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.200000000000000178e+00,6.953973072647018228e+01,1.928159927307422583e+00,9.544793315053189176e+00,2.297277766998644666e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.300000000000000711e+00,7.061083319510002809e+01,2.023987206413307760e+00,9.582948840494307063e+00,2.535635424970856810e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.400000000000000355e+00,7.163249258510410300e+01,2.035331082908247158e+00,9.603701103877858358e+00,2.489743702997786745e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+00,7.259181527262695965e+01,2.112306414301554192e+00,9.603357697588512210e+00,2.660485406841442968e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.600000000000000533e+00,7.357213779944306964e+01,2.196578830868002097e+00,9.609917774048623684e+00,2.849762545784770285e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.700000000000000178e+00,7.448013867266142540e+01,1.864860692596312042e+00,9.592505476852258184e+00,1.666128480813979795e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.800000000000000711e+00,7.556971059281691794e+01,2.159535959238124470e+00,9.635376240302948148e+00,2.580688496969035239e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.900000000000000355e+00,7.657623613721484901e+01,2.141970695613513609e+00,9.649533557819264473e+00,2.437849933539323055e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,7.750534639527364789e+01,2.123423471645295546e+00,9.637716122709758082e+00,2.296324233504297430e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.099999999999999645e+00,7.845602481121684946e+01,1.974838035795630997e+00,9.633394594901284691e+00,1.730112313417484504e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000001066e+00,7.933682046964142387e+01,1.849742377091183387e+00,9.606121279664046497e+00,1.259618797281889524e-01,0.000000000000000000e+00,0.000000000000000000e+00
